index,index_city,Population
12993,Seeley Lake,1659
12996,Le Grand,1659
12997,Mars,1658
12998,Gaston,1658
12999,East Dubuque,1658
13000,Antelope Valley-Crestview,1658
13002,De Kalb,1657
13004,Minco,1656
13006,Lakefield,1656
13007,Honey Grove,1656
13008,Wheeler,1656
13009,Arapahoe,1656
13010,Brackettville,1655
13012,Traer,1655
13013,Cascade-Chipita Park,1655
13015,East Palatka,1654
13016,Mallory,1654
13018,Porter Heights,1653
13019,Homer City,1652
13020,Elberta,1652
13023,Kensett,1651
13024,Mundys Corner,1651
13025,Norris,1651
13026,White Sands,1651
13029,Phillipston,1649
13030,Port Byron,1649
13032,Coaling,1648
13034,Bernice,1648
13036,Saxapahaw,1648
13037,Steinway,1648
13038,Spring Green,1648
13039,Big Timber,1648
13040,Parsonsfield,1647
13045,Perry Park,1646
13046,Sanborn,1645
13049,West Unity,1645
13051,Harwich Port,1644
13053,Eagleview,1644
13054,La Pryor,1643
13055,Tioga,1643
13057,Scenic,1643
13058,South Rockwood,1642
13059,Wanchese,1642
13060,Baiting Hollow,1642
13061,Espy,1642
13063,Amity,1641
13064,Serenada,1641
13067,Munfordville,1640
13069,Reinbeck,1639
13070,Des Arc,1639
13072,Shelbina,1639
13073,Del Rey,1639
13075,Roberts,1638
13076,East Brooklyn,1638
13078,Boles Acres,1638
13079,Helena West Side,1637
13081,Navassa,1636
13082,Walcott,1636
13083,Rapids,1636
13084,Booker,1636
13085,Connelly Springs,1635
13086,Southern View,1635
13087,Watts Mills,1635
13089,Moville,1634
13090,Rosepine,1634
13092,Chesilhurst,1634
13095,Harbor Beach,1634
13097,Whitewright,1633
13098,Cresson,1633
13102,Earlville,1632
13105,Reform,1632
13106,Remsen,1632
13108,Rand,1631
13110,Fryeburg,1631
13112,Lone Star,1631
13113,Rhome,1630
13116,Goldens Bridge,1630
13118,Unity,1630
13119,Peach Lake,1629
13120,Piperton,1629
13121,Copeland,1629
13122,Las Maravillas,1628
13123,Quail Creek,1628
13124,Lusk,1628
13125,Mountain Ranch,1628
13126,Wedgewood,1628
13127,Cumberland Head,1627
13129,Avila Beach,1627
13131,Grayville,1626
13133,Vernon Valley,1626
13134,Desert Aire,1626
13135,Ainsworth,1626
13136,Cressona,1625
13138,Carrier Mills,1625
13142,Claysburg,1625
13144,Ixonia,1624
13145,Meade,1624
13146,Weissport East,1624
13147,Thorp,1624
13148,Biola,1623
13149,Warner,1623
13152,Fox Chase,1622
13153,East Sahuarita,1622
13154,Ault,1622
13160,Pine Knot,1621
13162,Penn Valley,1621
13164,Patton Village,1620
13165,Bolinas,1620
13166,North Bennington,1620
13167,Mount Carroll,1620
13169,South Dos Palos,1620
13172,Peosta,1618
13173,McCleary,1618
13174,Fincastle,1618
13176,Crow Agency,1616
13179,Smith Center,1616
13180,Merlin,1615
13181,North Berwick,1615
13182,Manson,1615
13185,Mowbray Mountain,1615
13187,Powers Lake,1615
13189,Trempealeau,1615
13190,Elk Rapids,1615
13192,Mill Hall,1615
13194,Neoga,1613
13197,Ovid,1612
13198,Hope Valley,1612
13199,Thurmond,1611
13201,Commercial Point,1611
13204,Olivet,1610
13205,Osgood,1610
13208,Tulalip Bay,1609
13209,Burns Harbor,1609
13210,Orwell,1609
13211,Belleair Beach,1609
13213,Muenster,1608
13218,Madbury,1607
13219,Leona Valley,1607
13220,Montverde,1607
13221,River Hills,1607
13223,Cologne,1605
13224,Gallitzin,1605
13226,Las Palmas II,1605
13227,Del Norte,1604
13228,Smith Valley,1603
13229,Shoreacres,1603
13232,Coal Run Village,1602
13234,Belhaven,1602
13236,McCrory,1601
13237,East Canton,1600
13238,Hatch,1600
13239,Whately,1600
13240,Rock Creek,1600
13242,Langhorne,1599
13244,Olive Hill,1599
13245,Mona,1598
13246,Rheems,1598
13247,Deposit,1598
13249,Estancia,1597
13251,Kettle Falls,1597
13252,Crothersville,1597
13254,Smethport,1595
13255,Port Dickinson,1594
13257,Random Lake,1594
13258,Cosmopolis,1594
13259,Livermore Falls,1594
13261,Pine Prairie,1592
13269,Wagner,1589
13272,Mountain Lodge Park,1588
13273,Apollo,1588
13275,Rosebud,1587
13277,Niagara,1587
13280,Tillson,1586
13281,Teutopolis,1586
13282,Eleanor,1586
13288,Sorrento,1582
13289,Dunsmuir,1582
13290,Marks,1581
13291,Bangs,1581
13292,Owingsville,1581
13293,Ballplay,1580
13294,Shiremanstown,1580
13299,Canton Valley,1580
13300,Soap Lake,1580
13301,New Paris,1580
13304,Crested Butte,1579
13312,Gordonsville,1577
13313,Kersey,1577
13314,Zilwaukee,1577
13315,West Tawakoni,1576
13317,Rumney,1576
13318,New Middletown,1576
13322,Nutter Fort,1575
13325,Mediapolis,1574
13328,Dobson,1573
13329,Powhatan Point,1573
13330,Onset,1573
13331,Ocean Park,1573
13332,Kerens,1572
13333,Smokey Point,1572
13335,Francestown,1571
13337,Bannockburn,1571
13339,South Willard,1571
13340,Fort Montgomery,1571
13341,Fairmount Heights,1570
13342,Brookside Village,1570
13343,Waretown,1569
13344,Laughlin Air Force Base,1569
13345,Poultney,1569
13346,North Pekin,1569
13348,Knightsen,1568
13349,Tornillo,1568
13350,Adams Center,1568
13351,Edmonton,1568
13354,East Millinocket,1567
13356,Carbonville,1567
13360,Schoolcraft,1566
13361,East Bangor,1566
13362,West Wenatchee,1565
13364,Sparkill,1565
13365,Twin Grove,1564
13366,Stockdale,1564
13370,Limestone,1563
13371,Baidland,1563
13373,Kalida,1562
13374,Ferron,1562
13377,Ackley,1560
13380,Kingsley,1559
13381,Sebree,1559
13383,Water Mill,1559
13384,LaBarque Creek,1558
13385,Mercersburg,1558
13388,Chester Center,1558
13390,Koontz Lake,1557
13391,Sunnyside-Tahoe City,1557
13393,Astor,1556
13395,Brass Castle,1555
13396,First Mesa,1555
13397,Chapin,1554
13398,Herscher,1554
13399,Bracey,1554
13400,Ethete,1553
13403,South Wenatchee,1553
13404,Nescopeck,1552
13405,Seaside Park,1551
13407,Galesville,1551
13408,Blossom,1551
13413,Stamps,1551
13414,Owenton,1550
13415,Grand Canyon Village,1550
13416,Castle Dale,1550
13418,Roseto,1549
13419,East Spencer,1549
13423,Star Valley Ranch,1548
13425,McMillin,1547
13426,Wardsville,1546
13427,Cato,1546
13428,Choctaw Lake,1546
13430,East Hazel Crest,1545
13431,Morrisonville,1545
13432,Cleary,1544
13433,Dale,1544
13435,Purdy,1544
13441,Monument Hills,1542
13445,Paxtang,1541
13447,Luther,1541
13448,Ault Field,1541
13450,Stockton Springs,1540
13452,Sawyerwood,1540
13456,Joanna,1539
13457,Elkfork,1539
13458,Elk Creek,1539
13460,Warren Park,1539
13461,Corrigan,1539
13462,Quail Valley,1538
13463,Claypool,1538
13466,Cementon,1538
13468,Tonka Bay,1537
13471,Northlakes,1534
13472,Brookston,1534
13473,Newfield,1534
13474,Crugers,1534
13475,East Berlin,1534
13476,Victory Gardens,1532
13479,Lake Brownwood,1532
13483,Salome,1530
13484,Adwolf,1530
13485,Young America (historical),1530
13486,Ponder,1530
13487,North Grosvenor Dale,1530
13488,Greilickville,1530
13489,Taft Mosswood,1530
13493,Pewee Valley,1529
13495,Woodcreek,1528
13496,Belle,1528
13497,Monette,1527
13498,Manito,1527
13500,Neligh,1527
13501,Crescent,1527
13503,Curtice,1526
13505,Legend Lake,1525
13506,Hines,1525
13507,Western Lake,1525
13509,Plum Creek,1524
13510,Sylvan Springs,1524
13513,Gearhart,1524
13514,Friedens,1523
13515,Leland Grove,1523
13516,Wilderness Rim,1523
13517,Loveland Park,1523
13518,Kaibito,1522
13519,Arenas Valley,1522
13521,Lincolndale,1521
13523,Colma,1520
13525,New Marlborough,1520
13526,Babbitt,1519
13527,Buchanan Dam,1519
13529,Caln,1519
13530,Cactus Flat,1518
13532,Edmonston,1518
13534,Cannelton,1517
13537,Blossburg,1516
13538,Burkesville,1515
13539,Devon,1515
13540,Mount Pulaski,1515
13541,Tylertown,1515
13544,Catawissa,1514
13547,White Pigeon,1514
13549,Vance,1513
13551,Guthrie Center,1513
13552,Pilot Rock,1513
13553,Falmouth Foreside,1511
13555,Pine Valley,1510
13556,Holiday Valley,1510
13557,Osburn,1510
13558,Briarcliff,1510
13559,Harbor Hills,1509
13560,Avis,1508
13561,Donovan Estates,1508
13562,Buttonwillow,1508
13563,West Barnstable,1508
13564,Toro Canyon,1508
13567,Audubon Park,1508
13571,Chadwicks,1506
13572,Hartington,1506
13575,Norwood (historical),1506
13576,Woodmont,1505
13579,Port Barrington,1504
13582,New Plymouth,1503
13583,Highpoint,1503
13585,Pine Grove Mills,1502
13586,Julian,1502
13589,Chevy Chase Heights,1502
13590,Topaz Ranch Estates,1501
13591,Gower,1501
13593,Deansboro,1500
13596,Glen Alpine,1500
13597,Bushland,1500
13598,MacArthur,1500
13599,Uncasville,1500
13602,Milroy,1498
13603,Prosperity,1498
13604,Fosston,1498
13605,Shreve,1497
13606,Bruceville-Eddy,1497
13608,Banner Hill,1497
13612,Worthington Hills,1496
13614,Orfordville,1495
13616,Greenup,1495
13621,Grove Hill,1494
13623,Waterman,1494
13624,Vonore,1493
13625,Elizabethville,1493
13627,Terra Alta,1493
13630,Toquerville,1493
13631,Erving,1493
13633,Toughkenamon,1492
13635,Saxonburg,1491
13637,Fort Loramie,1491
13641,Sackets Harbor,1490
13642,Lambert,1490
13643,Natalia,1490
13645,Linntown,1489
13648,Great River,1489
13649,Parkston,1488
13650,Benld,1488
13651,Shoshone,1488
13654,Duncannon,1487
13655,Mammoth,1487
13656,Rodney Village,1487
13657,Girardville,1486
13658,Hackleburg,1486
13659,Ames Lake,1486
13661,Ashaway,1485
13662,Thorntown,1485
13664,Aztalan,1485
13665,Castleton,1485
13666,Rural Retreat,1485
13667,Rancho Tehama Reserve,1485
13668,McIntosh,1484
13669,Leoti,1484
13670,Seabrook Farms,1484
13671,Evadale,1483
13672,Crystal Lakes,1483
13673,Porterdale,1483
13674,Woodsboro,1483
13675,Baird,1483
13676,South Coventry,1483
13677,Foresthill,1483
13678,Roxana,1483
13679,Bel-Nor,1482
13680,Marble Hill,1482
13681,Ackerman,1482
13684,Brilliant,1482
13686,Panguitch,1481
13687,Rainelle,1481
13688,Dundas,1481
13689,Elvins,1480
13690,Iota,1480
13692,Milam,1480
13694,Nooksack,1480
13695,Laflin,1479
13696,Lazy Mountain,1479
13700,Macedon,1479
13701,Birch Run,1479
13706,West Ferriday,1478
13707,Head of the Harbor,1477
13708,Greenbush,1477
13709,Roaming Shores,1477
13710,Tarkio,1477
13711,Eureka Mill,1476
13712,Clarks Green,1476
13715,East Valley,1474
13717,Seadrift,1474
13718,Mound Bayou,1473
13720,Castleton-on-Hudson,1473
13721,Cavetown,1473
13725,Weston Mills,1472
13727,South Thomaston,1472
13729,Dewart,1471
13730,Redington Beach,1471
13732,Ehrenberg,1470
13734,State Center,1470
13735,Stacy,1470
13736,Indian Shores,1470
13737,Caddo Mills,1470
13739,Colmar Manor,1469
13741,Claycomo,1468
13743,Lebec,1468
13744,Queen City,1468
13745,Grill,1468
13747,Hill City,1467
13748,Sweet Springs,1467
13750,Hemlock,1466
13751,Ash Grove,1466
13752,Point of Rocks,1466
13755,Lake Waccamaw,1465
13758,Pilot Mountain,1465
13759,Philo,1464
13761,Mullens,1464
13763,New Sarpy,1464
13765,Jonesport,1464
13766,North Redington Beach,1463
13767,East Lexington,1463
13768,Dulac,1463
13769,Cleora,1463
13772,Darmstadt,1462
13773,Black Lick,1462
13774,Edgar,1462
13776,Whitmire,1462
13778,Fort Benton,1460
13780,Taft Southwest (historical),1460
13781,Grand Canyon,1460
13782,Walford,1459
13783,Fair Grove,1459
13785,Alamosa East,1458
13787,Rehoboth Beach,1458
13788,Bryson City,1458
13789,Balm,1457
13790,Kremmling,1457
13791,Brooklet,1457
13793,Bonduel,1456
13795,Montello,1456
13797,Coloma,1455
13800,Saint Regis Park,1454
13801,Honeyville,1454
13803,Jackson Center,1453
13804,Glade Spring,1453
13808,Standish,1452
13810,Clintondale,1452
13812,Arma,1451
13813,Bartonsville,1451
13814,Moroni,1451
13815,East Griffin,1451
13816,Marmet,1450
13817,Toast,1450
13819,Kenly,1450
13820,New Beaver,1450
13821,North DeLand,1450
13822,Hampden Sydney,1450
13824,Buckhead Ridge,1450
13826,Rehobeth,1449
13827,Summerland,1448
13828,Vanceburg,1448
13830,Langley,1447
13831,Seven Points,1447
13832,Fairmead,1447
13833,Exmore,1447
13834,Sutton-Alpine,1447
13836,Oronoco,1446
13838,North Lewisburg,1445
13841,Contoocook,1444
13842,Saint Michaels,1443
13843,LeChee,1443
13846,Culver,1442
13848,Rotan,1442
13849,Annetta,1442
13851,West Stockbridge,1441
13852,Temelec,1441
13854,Marshallton,1441
13855,Biltmore Forest,1441
13856,Berino,1441
13857,Murphys Estates,1441
13858,McCord,1440
13859,Tracy City,1440
13860,El Valle de Arroyo Seco,1440
13861,Wacousta,1440
13862,Russellton,1440
13864,Cornell,1440
13865,Pinebluff,1439
13866,Kettleman City,1439
13867,West Baraboo,1439
13868,Quinlan,1439
13870,Norridgewock,1438
13872,Bressler,1437
13874,Kilmarnock,1437
13876,Dassel,1437
13877,Middleburgh,1437
13880,Miller,1437
13881,Irwindale,1437
13882,Kincaid,1437
13883,Chappaqua,1436
13884,Port Gibson,1436
13886,South Coatesville,1435
13888,Bruceton,1434
13890,Keystone Heights,1433
13891,Tahoe Vista,1433
13892,Hoschton,1433
13895,Copper Canyon,1431
13896,New Union,1431
13898,Langhorne Manor,1431
13899,Elephant Butte,1431
13900,Coalville,1431
13901,Rustburg,1431
13903,Wellman,1431
13905,Apache,1430
13906,Huntington Bay,1430
13907,Kittitas,1430
13908,Fort Recovery,1429
13910,Linn,1429
13911,Brocton,1429
13912,Shortsville,1429
13914,Pittsville,1428
13915,Lakeshire,1428
13923,Oblong,1427
13924,Saint Elmo,1426
13925,Ladera,1426
13926,Cadott,1426
13928,Pawlet,1426
13932,South Temple,1424
13933,Berry Creek,1424
13934,Tonto Basin,1424
13935,South Palm Beach,1424
13937,Robersonville,1424
13938,Pemberville,1423
13939,Descanso,1423
13940,Kinsley,1422
13941,Sundown,1422
13944,Depoe Bay,1422
13946,Stanleytown,1422
13947,Cedar Glen Lakes,1421
13948,Tri-Lakes,1421
13949,South Windham,1421
13950,Kingsford Heights,1421
13953,Muhlenberg Park,1420
13954,Menard,1420
13955,Oriole Beach,1420
13956,Charlotte Hall,1420
13957,Velda Village,1420
13959,Genola,1419
13960,Ransomville,1419
13963,Marbury,1418
13965,Bourne,1418
13967,Browntown,1418
13968,Markesan,1417
13970,North Fork,1417
13971,Grapeland,1417
13972,Wolfe City,1416
13973,Stearns,1416
13974,Blawnox,1416
13975,Dunnigan,1416
13976,Rowley,1416
13977,Cheswold,1415
13978,Verdi,1415
13984,Surry,1415
13985,Nellieburg,1414
13987,Wymore,1414
13988,Crystal Falls,1414
13989,Moodus,1413
13990,West Brookfield,1413
13991,New Castle Northwest,1413
13992,Northwest Ithaca,1413
13993,Red Corral,1413
13994,Webb,1413
13995,Sand Lake,1412
13997,New California,1411
14000,Swanville,1411
14001,Flomaton,1411
14003,Granville South,1410
14005,West Chatham,1410
14006,Loving,1409
14009,Pocono Pines,1409
14015,Reese,1408
14016,Runaway Bay,1408
14017,Atglen,1408
14018,Ness City,1407
14019,Gleason,1407
14020,Mishicot,1407
14023,Red Lake Falls,1406
14025,Eatons Neck,1406
14027,Metlakatla,1405
14028,Plandome,1405
14029,Paonia,1405
14030,Earlham,1405
14033,Au Sable,1404
14036,Alvord,1403
14038,Black Earth,1403
14040,Walnut Cove,1402
14043,Alloway,1402
14045,Flatonia,1401
14046,Odon,1401
14047,Pioneer,1401
14049,Fennville,1400
14050,Shoal Creek,1400
14051,Crump,1400
14053,Wendover,1400
14054,Grand Isle,1399
14055,Okawville,1399
14056,Hyde,1399
14060,Schwenksville,1398
14062,Ansted,1397
14063,Hughestown,1397
14064,Harper,1397
14065,Penobscot,1397
14066,Antrim,1397
14069,Apple Mountain Lake,1396
14073,Vian,1396
14074,Gueydan,1396
14075,Bell Acres,1395
14076,Mountain Village,1395
14077,Faxon,1395
14078,Scotland,1395
14079,Kernville,1395
14080,Earlington,1395
14082,Colebrook,1394
14083,Bagley,1394
14084,Orangeville,1394
14086,Sunriver,1393
14088,Willacoochee,1393
14089,Elmore,1393
14090,Nashotah,1393
14091,Honaker,1392
14092,Capitan,1392
14093,Bryn Athyn,1392
14096,Cornwells Heights,1391
14097,Holstein,1391
14098,Bertram,1390
14099,New Rockford,1390
14101,Liberty Hill,1389
14102,Luna Pier,1389
14103,Otis,1389
14104,Nora Springs,1389
14106,Ceredo,1388
14107,Manteo,1388
14109,Phillips,1388
14110,Casa Blanca,1388
14111,Oakport,1387
14112,Sunrise Lake,1387
14113,Gill,1387
14114,Centerfield,1387
14115,Birchwood Lakes,1386
14117,Olla,1386
14120,Joseph City,1386
14123,Shattuck,1385
14124,New Hartford Center,1385
14126,Mansura,1385
14127,Sublette,1384
14133,White Cloud,1383
14134,Pemberton,1383
14136,Siesta Shores,1382
14137,Mount Wolf,1382
14139,Terre Hill,1382
14141,Charlemont,1382
14144,West Conshohocken,1381
14145,Crainville,1381
14146,Stateburg,1380
14147,Mancos,1380
14149,Glyndon,1380
14150,Fort Ashby,1380
14153,Shell Knob,1379
14154,Lake Catherine,1379
14155,Tatum,1379
14157,New Pekin,1378
14158,Colwich,1378
14160,Port Norris,1377
14161,Home,1377
14162,Forreston,1377
14163,Littlerock,1377
14164,Mount Hope,1377
14165,Rome City,1377
14166,Woodbranch,1377
14167,Branchport,1376
14168,Darrington,1376
14172,Newell,1376
14173,Chapman,1376
14176,Oriskany,1375
14177,Boswell's Corner,1375
14178,Park River,1375
14179,Stottville,1375
14182,Schuylerville,1374
14183,Big Sandy,1374
14186,Sumas,1373
14187,Oak Leaf,1373
14188,Columbus Air Force Base,1373
14190,Lanark,1373
14192,Mabscott,1372
14194,Charlack,1371
14195,Awendaw,1371
14196,Manton,1371
14198,Frazee,1371
14201,Cottage City,1370
14202,Muniz,1370
14204,Parker City,1370
14205,Foscoe,1370
14206,Panama,1370
14208,Osborne,1369
14209,Shoemakersville,1369
14213,New Berlinville,1368
14215,Pleak,1366
14216,Sistersville,1366
14217,Advance,1366
14218,Beechwood Village,1365
14219,Waukomis,1365
14220,Mancelona,1365
14221,Laverne,1365
14224,Cohoe,1364
14225,Pine Knoll Shores,1364
14228,Plattsburgh West,1364
14229,Yalaha,1364
14230,Minneota,1363
14234,Pierz,1362
14237,Richford,1361
14238,Benwood,1361
14241,Rice,1361
14245,Dunnstown,1360
14246,Roan Mountain,1360
14247,South Uniontown,1360
14248,Columbine Valley,1360
14249,Russells Point,1360
14250,Midtown,1360
14252,Surrey,1358
14253,Lesage,1358
14254,Pine Mountain,1358
14258,Cortland West,1356
14260,Pelahatchie,1356
14261,Babson Park,1356
14263,Neponsit,1355
14264,Lake Dalecarlia,1355
14265,Interlachen,1355
14266,Dysart,1354
14268,Nokesville,1354
14269,Blades,1354
14270,Hummels Wharf,1353
14271,Gillett,1353
14272,Pine Plains,1353
14273,Cerro Gordo,1353
14275,Burgettstown,1352
14278,Latta,1351
14279,Lithopolis,1351
14281,Hasson Heights,1351
14283,Elm City,1350
14284,East Machias,1350
14285,Peridot,1350
14286,Conemaugh,1350
14289,Pittsford,1350
14291,Stanaford,1350
14292,Bernhards Bay,1350
14295,Rosendale Village,1349
14296,West Marion,1348
14297,Capron,1348
14298,Many Farms,1348
14300,Woodacre,1348
14301,New Sharon,1348
14302,Lakewood Shores,1347
14304,Nelson,1347
14305,Rockaway Beach,1347
14307,Sneedville,1346
14309,City View,1345
14312,Sea Bright,1344
14313,Redkey,1344
14314,Shorewood-Tower Hills-Harbert,1344
14315,Aristocrat Ranchettes,1344
14316,East Sumter,1343
14317,Goodwater,1343
14318,Catawba,1343
14319,Elmer,1343
14321,Conehatta,1342
14322,Tripoli,1342
14323,Saucier,1342
14326,Rutherford College,1341
14328,West Alexandria,1341
14330,Saint Leo,1340
14331,Maple Bluff,1340
14332,Winterport,1340
14334,Munday,1339
14336,West Yellowstone,1339
14338,Dunes City,1339
14340,Menahga,1339
14341,North Ballston Spa,1338
14342,Mescalero,1338
14345,Sutherland,1336
14346,Rich Hill,1336
14347,Wolf Creek,1336
14348,Wathena,1336
14350,Boyd,1335
14351,Flippin,1335
14352,South Carthage,1334
14353,New Fairview,1334
14354,Redby,1334
14355,Orange Grove,1334
14356,Lake Heritage,1333
14358,Saranac,1333
14359,Shelter Island,1333
14360,Marshallville,1333
14361,Pearlington,1332
14362,Kiantone,1332
14363,Buhler,1332
14364,Thompson Falls,1332
14365,Sherburne,1332
14366,Harristown,1332
14368,Black River,1332
14369,Green Springs,1332
14371,Yates Center,1331
14373,Newville,1331
14374,Princes Lakes,1330
14375,Milbridge,1330
14376,Goodman,1330
14377,Toluca,1330
14378,Beulaville,1330
14380,Tennessee Ridge,1329
14381,Crooks,1329
14384,Sugar City,1328
14385,Uintah,1328
14387,Nunda,1328
14388,Grand Marais,1327
14390,Big River,1327
14392,Dooms,1327
14394,Goodwell,1326
14395,Hico,1326
14396,Clintwood,1325
14398,Suffield Depot,1325
14400,Young Harris,1325
14403,Ontonagon,1324
14404,Tariffville,1324
14408,Shell Rock,1323
14411,Dover Plains,1323
14412,Hughes,1323
14413,Black Rock,1323
14414,East Brookfield,1323
14415,Black Creek,1322
14418,Frazeysburg,1322
14420,Brothertown,1321
14421,Barrackville,1321
14422,East Newnan,1321
14424,Onarga,1321
14425,Winlock,1320
14426,Sangerville,1320
14427,Glenmora,1320
14428,Tiltonsville,1320
14429,Dillsboro,1320
14432,Clara City,1320
14434,Kings Mills,1319
14435,Beale Air Force Base,1319
14436,Cornish,1319
14437,Pinetops,1319
14438,Central Garage,1318
14440,Gerald,1318
14441,Sophia,1318
14443,Philmont,1318
14444,Woxall,1318
14445,Minerva Park,1318
14448,Eagle Butte,1318
14449,Powells Crossroads,1317
14452,Benavides,1317
14454,Tower City,1316
14456,Manawa,1316
14458,Urania,1316
14459,Ama,1316
14460,Meggett,1315
14461,Fall Creek,1315
14462,Shell Lake,1315
14466,Point Roberts,1314
14467,Elverson,1314
14468,Bushyhead,1314
14469,Oquawka,1314
14471,Spring Hope,1313
14472,Larimore,1313
14473,Richlandtown,1312
14474,Tigerville,1312
14475,Tombstone,1312
14476,Big Bend,1312
14478,Farwell,1311
14480,Inglis,1311
14481,Lubeck,1311
14482,Shawsville,1310
14483,Manly,1310
14485,Strong,1309
14486,Stryker,1309
14488,Brickerville,1309
14490,Lake Panorama,1309
14495,Maple Park,1308
14496,Fort Covington Hamlet,1308
14497,West Swanzey,1308
14502,Okarche,1307
14503,Duenweg,1306
14505,Black Point-Green Point,1306
14506,Sea Ranch,1305
14507,Geary,1305
14508,Basin,1305
14509,Enosburg Falls,1305
14512,Vinco,1305
14513,Keeler Farm,1305
14514,Killian,1304
14516,Cedar Point,1304
14518,Kittredge,1304
14519,Rock Hall,1303
14520,Broadalbin,1303
14522,Bunkerville,1303
14524,Oceana,1302
14525,Wetherington,1302
14526,Long Creek,1302
14527,Kodiak Station,1301
14529,Waldo,1301
14530,Harbor Isle,1301
14531,Sarcoxie,1301
14534,Hagaman,1299
14537,Maharishi Vedic City,1299
14539,Ellendale,1299
14540,Paradis,1298
14542,Hudson Lake,1297
14543,Vardaman,1297
14545,Shandon,1295
14546,Erin,1295
14547,Wallis,1294
14550,Lower Lake,1294
14551,West Leechburg,1294
14553,Conashaugh Lakes,1294
14554,Woodbury Center,1294
14556,Loma,1293
14557,Fort Belknap Agency,1293
14558,Enigma,1293
14560,Calverton Park,1293
14562,Fairfield Beach,1292
14563,Blowing Rock,1292
14565,Boston Heights,1292
14568,Little Rock Air Force Base,1291
14569,South Woodstock,1291
14570,Fall Branch,1291
14574,Hawkins,1291
14575,Konawa,1290
14576,Mogul,1290
14577,Oglala,1290
14578,Barryville,1289
14579,Dike,1289
14580,Grantsburg,1289
14581,Gnadenhutten,1289
14582,Hodgdon,1289
14583,Grant Park,1289
14585,Lakewood Club,1288
14586,Old River-Winfree,1288
14587,Bent Creek,1287
14588,Freeman,1287
14589,Iraan,1287
14590,Heppner,1287
14591,Marsing,1287
14592,Lockport Heights,1286
14595,Danby,1286
14599,Vinalhaven,1284
14601,Farmland,1284
14602,Mignon,1284
14603,Stony Prairie,1284
14606,Passapatanzy,1283
14608,Tower Lake,1283
14610,West Fairview,1282
14611,Rison,1282
14613,Mooreland,1282
14614,Asotin,1282
14615,Oley,1282
14616,North Charleroi,1282
14617,Fort Thompson,1282
14620,Queen Anne,1280
14624,Pierce City,1279
14625,Wallenpaupack Lake Estates,1279
14626,Waymart,1279
14629,Iva,1278
14631,Moreland,1278
14633,Laingsburg,1277
14634,Oran,1277
14636,Lake Marcel-Stillwater,1277
14637,Molino,1277
14639,Royalston,1276
14640,Laguna Park,1276
14641,Weber City,1276
14642,Ogunquit,1275
14643,Simpson,1275
14644,Rush Springs,1275
14645,Intercourse,1274
14646,Machias,1274
14647,Hewlett Harbor,1274
14648,Webberville,1274
14650,Barry,1274
14651,Hurt,1274
14652,Boulevard Gardens,1274
14653,Brown City,1274
14655,Kamiah,1273
14656,Salineville,1273
14660,Chrisman,1272
14662,Sundance,1272
14664,Green Valley Farms,1272
14666,Pinconning,1271
14668,Big Bass Lake,1270
14669,East Carbon City,1270
14671,Caraway,1270
14673,West Buechel,1269
14677,Palo Cedro,1269
14678,Mineville,1269
14679,Walls,1268
14682,Falkville,1268
14685,Crocker,1268
14686,Sperry,1268
14687,Cedar Glen West,1267
14690,Maurice,1266
14693,Gold Hill,1266
14695,Platte,1266
14698,Roslyn Estates,1265
14700,Muscoda,1265
14701,Starbuck,1264
14703,Centennial Park,1264
14707,Fairton,1264
14710,De Graff,1263
14711,Valmeyer,1263
14712,Belmont Estates,1263
14714,Parshall,1263
14718,Keshena,1262
14719,Buffalo (historical),1262
14720,Callender,1262
14722,Onancock,1261
14724,Woodland Heights,1261
14725,Hackberry,1261
14727,West Blocton,1261
14728,La Vernia,1261
14729,Plantation Mobile Home Park,1260
14730,Plattekill,1260
14731,Velva,1260
14732,Susitna North,1260
14733,Tye,1260
14734,Santa Margarita,1259
14735,Melcher-Dallas,1259
14736,Miamitown,1259
14738,Tok,1258
14742,Conestoga,1258
14743,Francis,1258
14744,Barbourmeade,1258
14745,Deadwood,1258
14747,Terrebonne,1257
14748,Saint Anne,1257
14749,North Apollo,1257
14753,Hettinger,1257
14755,Merritt Park,1256
14758,Kemp,1256
14760,West Crossett,1256
14761,Covelo,1255
14762,Byhalia,1255
14763,Lake Telemark,1255
14764,Rawls Springs,1254
14765,Barker Heights,1254
14766,Lumber City,1254
14768,Hagerman,1254
14769,Whitaker,1254
14770,Killdeer,1254
14771,Cana,1254
14773,Otterbein,1254
14775,Mifflinville,1253
14777,Basye,1253
14778,Emory,1253
14779,Tieton,1253
14780,Port O'Connor,1253
14781,Blue Lake,1252
14782,Friendship,1252
14783,Maggie Valley,1251
14784,Bull Run Mountain Estates,1251
14785,Vienna Bend,1251
14786,West Easton,1251
14788,Foster Brook,1251
14789,Dauphin Island,1251
14790,Baltic,1250
14791,Ola,1250
14792,Hansen,1249
14793,Forest Meadows,1249
14800,Diaz,1248
14801,Gasport,1248
14803,Toulon,1248
14805,West Canton,1247
14806,Beggs,1247
14808,Norris City,1247
14809,Hilldale,1246
14811,La Huerta,1246
14812,Courtland,1246
14813,Hallstead,1246
14814,Dimondale,1245
14815,Wetumka,1245
14816,Bevil Oaks,1245
14817,Pamplico,1245
14821,Beattyville,1244
14822,North Key Largo,1244
14823,Cavalier,1244
14824,Thomas,1244
14825,Aragon,1243
